#: table_doi: 10.17182/hepdata.115022.v2/t33
#: name: ak7_correlations_y3_y1
#: description: The correlation matrix at the particle level of inclusive jet production cross section as a function of the jet transverse momentum~$p_\mathrm{T}$ for jets in $1.0 < |y| < 1.5$and $|y| < 0.5$ clustered using the anti-$k_\mathrm{t}$ algorithm with $R=0.7$. It contains contributions from the data and from the \textsc{PYTHIA}~8 sample used to perform the unfolding.
#: data_file: ak7_correlations_y3_y1.yaml
#: keyword observables: correlations
Jet p_{T} [GeV]   Jet p_{T} [GeV] LOW   Jet p_{T} [GeV] HIGH   Jet p_{T} [GeV]   Jet p_{T} [GeV] LOW   Jet p_{T} [GeV] HIGH   correlation
1174.5   1101.0   1248.0   2945.0   2787.0   3103.0   0.00046062
1329.0   1248.0   1410.0   115.0   97.0   133.0   -1.64e-05
1329.0   1248.0   1410.0   153.5   133.0   174.0   7.0109e-06
1329.0   1248.0   1410.0   197.0   174.0   220.0   -2.7438e-06
1329.0   1248.0   1410.0   246.0   220.0   272.0   -9.447e-07
1329.0   1248.0   1410.0   301.0   272.0   330.0   5.3891e-06
1329.0   1248.0   1410.0   362.5   330.0   395.0   7.0931e-06
1329.0   1248.0   1410.0   431.5   395.0   468.0   -1.3978e-05
1329.0   1248.0   1410.0   508.0   468.0   548.0   6.9877e-05
1329.0   1248.0   1410.0   593.0   548.0   638.0   -3.3915e-05
1329.0   1248.0   1410.0   687.5   638.0   737.0   0.00037082
1329.0   1248.0   1410.0   791.5   737.0   846.0   -0.00037773
1329.0   1248.0   1410.0   906.5   846.0   967.0   0.0019869
1329.0   1248.0   1410.0   1034.0   967.0   1101.0   -2.0379e-05
1329.0   1248.0   1410.0   1174.5   1101.0   1248.0   0.0083058
1329.0   1248.0   1410.0   1329.0   1248.0   1410.0   0.043241
1329.0   1248.0   1410.0   1499.0   1410.0   1588.0   0.0036065
1329.0   1248.0   1410.0   1686.0   1588.0   1784.0   0.0011413
1329.0   1248.0   1410.0   1892.0   1784.0   2000.0   0.00027442
1329.0   1248.0   1410.0   2119.0   2000.0   2238.0   0.00047096
1329.0   1248.0   1410.0   2369.0   2238.0   2500.0   0.00037778
1329.0   1248.0   1410.0   2643.5   2500.0   2787.0   -0.00017907
1329.0   1248.0   1410.0   2945.0   2787.0   3103.0   -2.4587e-06
1499.0   1410.0   1588.0   115.0   97.0   133.0   -1.0402e-05
1499.0   1410.0   1588.0   153.5   133.0   174.0   4.182e-06
1499.0   1410.0   1588.0   197.0   174.0   220.0   5.1615e-07
1499.0   1410.0   1588.0   246.0   220.0   272.0   1.1817e-06
1499.0   1410.0   1588.0   301.0   272.0   330.0   7.1548e-07
1499.0   1410.0   1588.0   362.5   330.0   395.0   -1.1679e-06
1499.0   1410.0   1588.0   431.5   395.0   468.0   2.2123e-05
1499.0   1410.0   1588.0   508.0   468.0   548.0   -3.3117e-05
1499.0   1410.0   1588.0   593.0   548.0   638.0   0.00011593
1499.0   1410.0   1588.0   687.5   638.0   737.0   -0.0001979
1499.0   1410.0   1588.0   791.5   737.0   846.0   0.00058414
1499.0   1410.0   1588.0   906.5   846.0   967.0   -0.00070904
1499.0   1410.0   1588.0   1034.0   967.0   1101.0   0.0024343
1499.0   1410.0   1588.0   1174.5   1101.0   1248.0   -0.00090498
1499.0   1410.0   1588.0   1329.0   1248.0   1410.0   0.0083898
1499.0   1410.0   1588.0   1499.0   1410.0   1588.0   0.049713
1499.0   1410.0   1588.0   1686.0   1588.0   1784.0   0.0040993
1499.0   1410.0   1588.0   1892.0   1784.0   2000.0   0.0029398
1499.0   1410.0   1588.0   2119.0   2000.0   2238.0   -0.0016375
1499.0   1410.0   1588.0   2369.0   2238.0   2500.0   0.00018791
1499.0   1410.0   1588.0   2643.5   2500.0   2787.0   5.6238e-05
1499.0   1410.0   1588.0   2945.0   2787.0   3103.0   -0.00013368
1686.0   1588.0   1784.0   115.0   97.0   133.0   -1.5897e-06
1686.0   1588.0   1784.0   153.5   133.0   174.0   7.1496e-07
1686.0   1588.0   1784.0   197.0   174.0   220.0   -4.8423e-07
1686.0   1588.0   1784.0   246.0   220.0   272.0   -1.4761e-07
1686.0   1588.0   1784.0   301.0   272.0   330.0   1.2456e-06
1686.0   1588.0   1784.0   362.5   330.0   395.0   5.2209e-07
1686.0   1588.0   1784.0   431.5   395.0   468.0   -3.353e-06
